Municipality|Ward_Name|Ward_Number|Contest|Party|Candidate|Votes
City of Kenosha|Wards 63|63|District Attorney|Write-In||0
City of Kenosha|Wards 63|63|County Clerk|DEM|Regi Waligora|1
City of Kenosha|Wards 63|63|County Clerk|Write-In||0
City of Kenosha|Wards 63|63|County Treasurer|DEM|Teri Jacobson|2
City of Kenosha|Wards 63|63|County Treasurer|Write-In||0
City of Kenosha|Wards 63|63|Register of Deeds|DEM|Jennifer Mack|2
City of Kenosha|Wards 63|63|Register of Deeds|Write-In||0
City of Kenosha|Wards 63|63|State Referendum|Yes||3
City of Kenosha|Wards 63|63|State Referendum|No||0
City of Kenosha|Wards 64|64|President / Vice President|DEM|Kamala D. Harris / Tim Walz|0
City of Kenosha|Wards 64|64|President / Vice President|REP|Donald J. Trump / JD Vance|0
City of Kenosha|Wards 64|64|President / Vice President|CON|Randall Terry / Stephen Broden|0
City of Kenosha|Wards 64|64|President / Vice President|LIB|Chase Russell Oliver / Mike ter Maat|0
City of Kenosha|Wards 64|64|President / Vice President|GRN|Jill Stein / Rudolph Ware|0
City of Kenosha|Wards 64|64|President / Vice President|PSL|Claudia De la Cruz / Karina Garcia|0
City of Kenosha|Wards 64|64|President / Vice President|JFA|Cornel West / Melina Abdullah|0
City of Kenosha|Wards 64|64|President / Vice President|WTP|Robert F. Kennedy, Jr. / Nicole Shanahan|0
City of Kenosha|Wards 64|64|President / Vice President|Write-In||0
City of Kenosha|Wards 64|64|United States Senator|DEM|Tammy Baldwin|0
City of Kenosha|Wards 64|64|United States Senator|REP|Eric Hovde|0
City of Kenosha|Wards 64|64|United States Senator|DTC|Phil Anderson|0
City of Kenosha|Wards 64|64|United States Senator|AFT|Thomas Leager|0
City of Kenosha|Wards 64|64|United States Senator|Write-In||0
City of Kenosha|Wards 64|64|Representative in Congress|DEM|Peter Barca|0
City of Kenosha|Wards 64|64|Representative in Congress|REP|Bryan Steil|0
City of Kenosha|Wards 64|64|Representative in Congress|GRN|Chester Todd, Jr.|0
City of Kenosha|Wards 64|64|Representative in Congress|Write-In||0
City of Kenosha|Wards 64|64|State Senator District 22|DEM|Robert W. Wirch|0
City of Kenosha|Wards 64|64|State Senator District 22|Write-In||0
City of Kenosha|Wards 64|64|Representative to the Assembly District 64|DEM|Tip McGuire|0
City of Kenosha|Wards 64|64|Representative to the Assembly District 64|REP|Ed Hibsch|0
City of Kenosha|Wards 64|64|Representative to the Assembly District 64|Write-In||0
City of Kenosha|Wards 64|64|District Attorney|DEM|Carli McNeill|0
City of Kenosha|Wards 64|64|District Attorney|REP|Xavier Solis|0
City of Kenosha|Wards 64|64|District Attorney|Write-In||0
City of Kenosha|Wards 64|64|County Clerk|DEM|Regi Waligora|0
City of Kenosha|Wards 64|64|County Clerk|Write-In||0
City of Kenosha|Wards 64|64|County Treasurer|DEM|Teri Jacobson|0
City of Kenosha|Wards 64|64|County Treasurer|Write-In||0
City of Kenosha|Wards 64|64|Register of Deeds|DEM|Jennifer Mack|0
City of Kenosha|Wards 64|64|Register of Deeds|Write-In||0
City of Kenosha|Wards 64|64|State Referendum|Yes||0
City of Kenosha|Wards 64|64|State Referendum|No||0
City of Kenosha|Wards 65|65|President / Vice President|DEM|Kamala D. Harris / Tim Walz|0
City of Kenosha|Wards 65|65|President / Vice President|REP|Donald J. Trump / JD Vance|0
City of Kenosha|Wards 65|65|President / Vice President|CON|Randall Terry / Stephen Broden|0
City of Kenosha|Wards 65|65|President / Vice President|LIB|Chase Russell Oliver / Mike ter Maat|0
City of Kenosha|Wards 65|65|President / Vice President|GRN|Jill Stein / Rudolph Ware|0
City of Kenosha|Wards 65|65|President / Vice President|PSL|Claudia De la Cruz / Karina Garcia|0
City of Kenosha|Wards 65|65|President / Vice President|JFA|Cornel West / Melina Abdullah|0
City of Kenosha|Wards 65|65|President / Vice President|WTP|Robert F. Kennedy, Jr. / Nicole Shanahan|0
City of Kenosha|Wards 65|65|President / Vice President|Write-In||0
City of Kenosha|Wards 65|65|United States Senator|DEM|Tammy Baldwin|0
City of Kenosha|Wards 65|65|United States Senator|REP|Eric Hovde|0
City of Kenosha|Wards 65|65|United States Senator|DTC|Phil Anderson|0
City of Kenosha|Wards 65|65|United States Senator|AFT|Thomas Leager|0
City of Kenosha|Wards 65|65|United States Senator|Write-In||0
City of Kenosha|Wards 65|65|Representative in Congress|DEM|Peter Barca|0
City of Kenosha|Wards 65|65|Representative in Congress|REP|Bryan Steil|0
City of Kenosha|Wards 65|65|Representative in Congress|GRN|Chester Todd, Jr.|0
City of Kenosha|Wards 65|65|Representative in Congress|Write-In||0
City of Kenosha|Wards 65|65|Representative to the Assembly District 32|DEM|Michael Dhindsa|0
City of Kenosha|Wards 65|65|Representative to the Assembly District 32|REP|Amanda Nedweski|0
City of Kenosha|Wards 65|65|Representative to the Assembly District 32|Write-In||0
City of Kenosha|Wards 65|65|District Attorney|DEM|Carli McNeill|0
City of Kenosha|Wards 65|65|District Attorney|REP|Xavier Solis|0
City of Kenosha|Wards 65|65|District Attorney|Write-In||0
City of Kenosha|Wards 65|65|County Clerk|DEM|Regi Waligora|0
City of Kenosha|Wards 65|65|County Clerk|Write-In||0
City of Kenosha|Wards 65|65|County Treasurer|DEM|Teri Jacobson|0
City of Kenosha|Wards 65|65|County Treasurer|Write-In||0
City of Kenosha|Wards 65|65|Register of Deeds|DEM|Jennifer Mack|0
City of Kenosha|Wards 65|65|Register of Deeds|Write-In||0
City of Kenosha|Wards 65|65|State Referendum|Yes||0
City of Kenosha|Wards 65|65|State Referendum|No||0
City of Kenosha|Wards 66|66|President / Vice President|DEM|Kamala D. Harris / Tim Walz|119
City of Kenosha|Wards 66|66|President / Vice President|REP|Donald J. Trump / JD Vance|98
City of Kenosha|Wards 66|66|President / Vice President|GRN|Jill Stein / Rudolph Ware|1
City of Kenosha|Wards 66|66|President / Vice President|JFA|Cornel West / Melina Abdullah|1
City of Kenosha|Wards 66|66|President / Vice President|WTP|Robert F. Kennedy, Jr. / Nicole Shanahan|1
City of Kenosha|Wards 66|66|President / Vice President|PSL|Claudia De la Cruz / Karina Garcia|0
City of Kenosha|Wards 66|66|President / Vice President|CON|Randall Terry / Stephen Broden|0
City of Kenosha|Wards 66|66|President / Vice President|LIB|Chase Russell Oliver / Mike ter Maat|0
City of Kenosha|Wards 66|66|President / Vice President|Write-In||0
City of Kenosha|Wards 66|66|United States Senator|DEM|Tammy Baldwin|117
City of Kenosha|Wards 66|66|United States Senator|REP|Eric Hovde|95
City of Kenosha|Wards 66|66|United States Senator|DTC|Phil Anderson|5
City of Kenosha|Wards 66|66|United States Senator|AFT|Thomas Leager|0
City of Kenosha|Wards 66|66|United States Senator|Write-In||0
City of Kenosha|Wards 66|66|Representative in Congress|DEM|Peter Barca|107
City of Kenosha|Wards 66|66|Representative in Congress|REP|Bryan Steil|103
City of Kenosha|Wards 66|66|Representative in Congress|GRN|Chester Todd, Jr.|5
City of Kenosha|Wards 66|66|Representative in Congress|Write-In||0
City of Kenosha|Wards 66|66|State Senator District 22|DEM|Robert W. Wirch|161
City of Kenosha|Wards 66|66|State Senator District 22|Write-In||11
City of Kenosha|Wards 66|66|Representative to the Assembly District 65|DEM|Ben DeSmidt|114
City of Kenosha|Wards 66|66|Representative to the Assembly District 65|REP|Brian Gonzales|97
City of Kenosha|Wards 66|66|Representative to the Assembly District 65|Write-In||0
City of Kenosha|Wards 66|66|District Attorney|DEM|Carli McNeill|117
City of Kenosha|Wards 66|66|District Attorney|REP|Xavier Solis|92
City of Kenosha|Wards 66|66|District Attorney|Write-In||0
City of Kenosha|Wards 66|66|County Clerk|DEM|Regi Waligora|164
City of Kenosha|Wards 66|66|County Clerk|Write-In||8
City of Kenosha|Wards 66|66|County Treasurer|DEM|Teri Jacobson|164
City of Kenosha|Wards 66|66|County Treasurer|Write-In||7
City of Kenosha|Wards 66|66|Register of Deeds|DEM|Jennifer Mack|167
City of Kenosha|Wards 66|66|Register of Deeds|Write-In||7
City of Kenosha|Wards 66|66|State Referendum|Yes||157
City of Kenosha|Wards 66|66|State Referendum|No||50
City of Kenosha|Wards 67|67|President / Vice President|DEM|Kamala D. Harris / Tim Walz|88
City of Kenosha|Wards 67|67|President / Vice President|REP|Donald J. Trump / JD Vance|74
City of Kenosha|Wards 67|67|President / Vice President|WTP|Robert F. Kennedy, Jr. / Nicole Shanahan|2
City of Kenosha|Wards 67|67|President / Vice President|GRN|Jill Stein / Rudolph Ware|1
City of Kenosha|Wards 67|67|President / Vice President|PSL|Claudia De la Cruz / Karina Garcia|0
City of Kenosha|Wards 67|67|President / Vice President|JFA|Cornel West / Melina Abdullah|0
City of Kenosha|Wards 67|67|President / Vice President|CON|Randall Terry / Stephen Broden|0
City of Kenosha|Wards 67|67|President / Vice President|LIB|Chase Russell Oliver / Mike ter Maat|0
City of Kenosha|Wards 67|67|President / Vice President|Write-In||0
City of Kenosha|Wards 67|67|United States Senator|DEM|Tammy Baldwin|80
City of Kenosha|Wards 67|67|United States Senator|REP|Eric Hovde|76
City of Kenosha|Wards 67|67|United States Senator|DTC|Phil Anderson|5
City of Kenosha|Wards 67|67|United States Senator|AFT|Thomas Leager|2
City of Kenosha|Wards 67|67|United States Senator|Write-In||0
City of Kenosha|Wards 67|67|Representative in Congress|DEM|Peter Barca|82
City of Kenosha|Wards 67|67|Representative in Congress|REP|Bryan Steil|77
City of Kenosha|Wards 67|67|Representative in Congress|GRN|Chester Todd, Jr.|5
City of Kenosha|Wards 67|67|Representative in Congress|Write-In||0
City of Kenosha|Wards 67|67|State Senator District 22|DEM|Robert W. Wirch|120
City of Kenosha|Wards 67|67|State Senator District 22|Write-In||3
City of Kenosha|Wards 67|67|Representative to the Assembly District 65|DEM|Ben DeSmidt|84
City of Kenosha|Wards 67|67|Representative to the Assembly District 65|REP|Brian Gonzales|77
City of Kenosha|Wards 67|67|Representative to the Assembly District 65|Write-In||0
City of Kenosha|Wards 67|67|District Attorney|DEM|Carli McNeill|85
City of Kenosha|Wards 67|67|District Attorney|REP|Xavier Solis|74
City of Kenosha|Wards 67|67|District Attorney|Write-In||0
City of Kenosha|Wards 67|67|County Clerk|DEM|Regi Waligora|118
City of Kenosha|Wards 67|67|County Clerk|Write-In||2
City of Kenosha|Wards 67|67|County Treasurer|DEM|Teri Jacobson|119
City of Kenosha|Wards 67|67|County Treasurer|Write-In||1
City of Kenosha|Wards 67|67|Register of Deeds|DEM|Jennifer Mack|120
City of Kenosha|Wards 67|67|Register of Deeds|Write-In||1
City of Kenosha|Wards 67|67|State Referendum|Yes||120
City of Kenosha|Wards 67|67|State Referendum|No||42
City of Kenosha|Wards 68|68|President / Vice President|DEM|Kamala D. Harris / Tim Walz|0
City of Kenosha|Wards 68|68|President / Vice President|REP|Donald J. Trump / JD Vance|0
City of Kenosha|Wards 68|68|President / Vice President|CON|Randall Terry / Stephen Broden|0
City of Kenosha|Wards 68|68|President / Vice President|LIB|Chase Russell Oliver / Mike ter Maat|0
City of Kenosha|Wards 68|68|President / Vice President|GRN|Jill Stein / Rudolph Ware|0
City of Kenosha|Wards 68|68|President / Vice President|PSL|Claudia De la Cruz / Karina Garcia|0
City of Kenosha|Wards 68|68|President / Vice President|JFA|Cornel West / Melina Abdullah|0
City of Kenosha|Wards 68|68|President / Vice President|WTP|Robert F. Kennedy, Jr. / Nicole Shanahan|0
City of Kenosha|Wards 68|68|President / Vice President|Write-In||0
City of Kenosha|Wards 68|68|United States Senator|DEM|Tammy Baldwin|0
City of Kenosha|Wards 68|68|United States Senator|REP|Eric Hovde|0
City of Kenosha|Wards 68|68|United States Senator|DTC|Phil Anderson|0
City of Kenosha|Wards 68|68|United States Senator|AFT|Thomas Leager|0
City of Kenosha|Wards 68|68|United States Senator|Write-In||0
City of Kenosha|Wards 68|68|Representative in Congress|DEM|Peter Barca|0
City of Kenosha|Wards 68|68|Representative in Congress|REP|Bryan Steil|0
City of Kenosha|Wards 68|68|Representative in Congress|GRN|Chester Todd, Jr.|0
City of Kenosha|Wards 68|68|Representative in Congress|Write-In||0
City of Kenosha|Wards 68|68|State Senator District 22|DEM|Robert W. Wirch|0
City of Kenosha|Wards 68|68|State Senator District 22|Write-In||0
City of Kenosha|Wards 68|68|Representative to the Assembly District 64|DEM|Tip McGuire|0
City of Kenosha|Wards 68|68|Representative to the Assembly District 64|REP|Ed Hibsch|0
City of Kenosha|Wards 68|68|Representative to the Assembly District 64|Write-In||0
City of Kenosha|Wards 68|68|District Attorney|DEM|Carli McNeill|0
City of Kenosha|Wards 68|68|District Attorney|REP|Xavier Solis|0
City of Kenosha|Wards 68|68|District Attorney|Write-In||0
City of Kenosha|Wards 68|68|County Clerk|DEM|Regi Waligora|0
City of Kenosha|Wards 68|68|County Clerk|Write-In||0
City of Kenosha|Wards 68|68|County Treasurer|DEM|Teri Jacobson|0
City of Kenosha|Wards 68|68|County Treasurer|Write-In||0
City of Kenosha|Wards 68|68|Register of Deeds|DEM|Jennifer Mack|0
City of Kenosha|Wards 68|68|Register of Deeds|Write-In||0
City of Kenosha|Wards 68|68|State Referendum|Yes||0
City of Kenosha|Wards 68|68|State Referendum|No||0
City of Kenosha|Wards 69|69|President / Vice President|DEM|Kamala D. Harris / Tim Walz|0
City of Kenosha|Wards 69|69|President / Vice President|REP|Donald J. Trump / JD Vance|0
City of Kenosha|Wards 69|69|President / Vice President|CON|Randall Terry / Stephen Broden|0
City of Kenosha|Wards 69|69|President / Vice President|LIB|Chase Russell Oliver / Mike ter Maat|0
City of Kenosha|Wards 69|69|President / Vice President|GRN|Jill Stein / Rudolph Ware|0
City of Kenosha|Wards 69|69|President / Vice President|PSL|Claudia De la Cruz / Karina Garcia|0
City of Kenosha|Wards 69|69|President / Vice President|JFA|Cornel West / Melina Abdullah|0
City of Kenosha|Wards 69|69|President / Vice President|WTP|Robert F. Kennedy, Jr. / Nicole Shanahan|0
City of Kenosha|Wards 69|69|President / Vice President|Write-In||0
City of Kenosha|Wards 69|69|United States Senator|DEM|Tammy Baldwin|0
City of Kenosha|Wards 69|69|United States Senator|REP|Eric Hovde|0
City of Kenosha|Wards 69|69|United States Senator|DTC|Phil Anderson|0
City of Kenosha|Wards 69|69|United States Senator|AFT|Thomas Leager|0
City of Kenosha|Wards 69|69|United States Senator|Write-In||0
City of Kenosha|Wards 69|69|Representative in Congress|DEM|Peter Barca|0
City of Kenosha|Wards 69|69|Representative in Congress|REP|Bryan Steil|0
City of Kenosha|Wards 69|69|Representative in Congress|GRN|Chester Todd, Jr.|0
City of Kenosha|Wards 69|69|Representative in Congress|Write-In||0
City of Kenosha|Wards 69|69|State Senator District 22|DEM|Robert W. Wirch|0
City of Kenosha|Wards 69|69|State Senator District 22|Write-In||0
City of Kenosha|Wards 69|69|Representative to the Assembly District 64|DEM|Tip McGuire|0
City of Kenosha|Wards 69|69|Representative to the Assembly District 64|REP|Ed Hibsch|0
City of Kenosha|Wards 69|69|Representative to the Assembly District 64|Write-In||0
City of Kenosha|Wards 69|69|District Attorney|DEM|Carli McNeill|0
City of Kenosha|Wards 69|69|District Attorney|REP|Xavier Solis|0
City of Kenosha|Wards 69|69|District Attorney|Write-In||0
City of Kenosha|Wards 69|69|County Clerk|DEM|Regi Waligora|0
City of Kenosha|Wards 69|69|County Clerk|Write-In||0
City of Kenosha|Wards 69|69|County Treasurer|DEM|Teri Jacobson|0
City of Kenosha|Wards 69|69|County Treasurer|Write-In||0
City of Kenosha|Wards 69|69|Register of Deeds|DEM|Jennifer Mack|0
City of Kenosha|Wards 69|69|Register of Deeds|Write-In||0
City of Kenosha|Wards 69|69|State Referendum|Yes||0
City of Kenosha|Wards 69|69|State Referendum|No||0
City of Kenosha|Wards 70|70|President / Vice President|DEM|Kamala D. Harris / Tim Walz|0
City of Kenosha|Wards 70|70|President / Vice President|REP|Donald J. Trump / JD Vance|0
City of Kenosha|Wards 70|70|President / Vice President|CON|Randall Terry / Stephen Broden|0
City of Kenosha|Wards 70|70|President / Vice President|LIB|Chase Russell Oliver / Mike ter Maat|0
City of Kenosha|Wards 70|70|President / Vice President|GRN|Jill Stein / Rudolph Ware|0
City of Kenosha|Wards 70|70|President / Vice President|PSL|Claudia De la Cruz / Karina Garcia|0
City of Kenosha|Wards 70|70|President / Vice President|JFA|Cornel West / Melina Abdullah|0
City of Kenosha|Wards 70|70|President / Vice President|WTP|Robert F. Kennedy, Jr. / Nicole Shanahan|0
City of Kenosha|Wards 70|70|President / Vice President|Write-In||0
City of Kenosha|Wards 70|70|United States Senator|DEM|Tammy Baldwin|0
City of Kenosha|Wards 70|70|United States Senator|REP|Eric Hovde|0
City of Kenosha|Wards 70|70|United States Senator|DTC|Phil Anderson|0
City of Kenosha|Wards 70|70|United States Senator|AFT|Thomas Leager|0
City of Kenosha|Wards 70|70|United States Senator|Write-In||0
City of Kenosha|Wards 70|70|Representative in Congress|DEM|Peter Barca|0
City of Kenosha|Wards 70|70|Representative in Congress|REP|Bryan Steil|0
City of Kenosha|Wards 70|70|Representative in Congress|GRN|Chester Todd, Jr.|0
City of Kenosha|Wards 70|70|Representative in Congress|Write-In||0
City of Kenosha|Wards 70|70|State Senator District 22|DEM|Robert W. Wirch|0
City of Kenosha|Wards 70|70|State Senator District 22|Write-In||0
City of Kenosha|Wards 70|70|Representative to the Assembly District 64|DEM|Tip McGuire|0
City of Kenosha|Wards 70|70|Representative to the Assembly District 64|REP|Ed Hibsch|0
City of Kenosha|Wards 70|70|Representative to the Assembly District 64|Write-In||0
City of Kenosha|Wards 70|70|District Attorney|DEM|Carli McNeill|0
City of Kenosha|Wards 70|70|District Attorney|REP|Xavier Solis|0
City of Kenosha|Wards 70|70|District Attorney|Write-In||0
City of Kenosha|Wards 70|70|County Clerk|DEM|Regi Waligora|0
City of Kenosha|Wards 70|70|County Clerk|Write-In||0
City of Kenosha|Wards 70|70|County Treasurer|DEM|Teri Jacobson|0
City of Kenosha|Wards 70|70|County Treasurer|Write-In||0
City of Kenosha|Wards 70|70|Register of Deeds|DEM|Jennifer Mack|0
City of Kenosha|Wards 70|70|Register of Deeds|Write-In||0
City of Kenosha|Wards 70|70|State Referendum|Yes||0
City of Kenosha|Wards 70|70|State Referendum|No||0
City of Kenosha|Wards 71|71|President / Vice President|DEM|Kamala D. Harris / Tim Walz|0
City of Kenosha|Wards 71|71|President / Vice President|REP|Donald J. Trump / JD Vance|0
City of Kenosha|Wards 71|71|President / Vice President|CON|Randall Terry / Stephen Broden|0
City of Kenosha|Wards 71|71|President / Vice President|LIB|Chase Russell Oliver / Mike ter Maat|0
City of Kenosha|Wards 71|71|President / Vice President|GRN|Jill Stein / Rudolph Ware|0
City of Kenosha|Wards 71|71|President / Vice President|PSL|Claudia De la Cruz / Karina Garcia|0
City of Kenosha|Wards 71|71|President / Vice President|JFA|Cornel West / Melina Abdullah|0
City of Kenosha|Wards 71|71|President / Vice President|WTP|Robert F. Kennedy, Jr. / Nicole Shanahan|0
City of Kenosha|Wards 71|71|President / Vice President|Write-In||0
City of Kenosha|Wards 71|71|United States Senator|DEM|Tammy Baldwin|0
City of Kenosha|Wards 71|71|United States Senator|REP|Eric Hovde|0
City of Kenosha|Wards 71|71|United States Senator|DTC|Phil Anderson|0
City of Kenosha|Wards 71|71|United States Senator|AFT|Thomas Leager|0
City of Kenosha|Wards 71|71|United States Senator|Write-In||0
City of Kenosha|Wards 71|71|Representative in Congress|DEM|Peter Barca|0
City of Kenosha|Wards 71|71|Representative in Congress|REP|Bryan Steil|0
City of Kenosha|Wards 71|71|Representative in Congress|GRN|Chester Todd, Jr.|0
City of Kenosha|Wards 71|71|Representative in Congress|Write-In||0
City of Kenosha|Wards 71|71|Representative to the Assembly District 32|DEM|Michael Dhindsa|0
City of Kenosha|Wards 71|71|Representative to the Assembly District 32|REP|Amanda Nedweski|0
City of Kenosha|Wards 71|71|Representative to the Assembly District 32|Write-In||0
City of Kenosha|Wards 71|71|District Attorney|DEM|Carli McNeill|0
City of Kenosha|Wards 71|71|District Attorney|REP|Xavier Solis|0
City of Kenosha|Wards 71|71|District Attorney|Write-In||0
City of Kenosha|Wards 71|71|County Clerk|DEM|Regi Waligora|0
City of Kenosha|Wards 71|71|County Clerk|Write-In||0
City of Kenosha|Wards 71|71|County Treasurer|DEM|Teri Jacobson|0
City of Kenosha|Wards 71|71|County Treasurer|Write-In||0
City of Kenosha|Wards 71|71|Register of Deeds|DEM|Jennifer Mack|0
City of Kenosha|Wards 71|71|Register of Deeds|Write-In||0
City of Kenosha|Wards 71|71|State Referendum|Yes||0
City of Kenosha|Wards 71|71|State Referendum|No||0
City of Kenosha|Wards 72|72|President / Vice President|DEM|Kamala D. Harris / Tim Walz|0
City of Kenosha|Wards 72|72|President / Vice President|REP|Donald J. Trump / JD Vance|0
City of Kenosha|Wards 72|72|President / Vice President|CON|Randall Terry / Stephen Broden|0
City of Kenosha|Wards 72|72|President / Vice President|LIB|Chase Russell Oliver / Mike ter Maat|0
City of Kenosha|Wards 72|72|President / Vice President|GRN|Jill Stein / Rudolph Ware|0
City of Kenosha|Wards 72|72|President / Vice President|PSL|Claudia De la Cruz / Karina Garcia|0
City of Kenosha|Wards 72|72|President / Vice President|JFA|Cornel West / Melina Abdullah|0
City of Kenosha|Wards 72|72|President / Vice President|WTP|Robert F. Kennedy, Jr. / Nicole Shanahan|0
City of Kenosha|Wards 72|72|President / Vice President|Write-In||0
City of Kenosha|Wards 72|72|United States Senator|DEM|Tammy Baldwin|0
City of Kenosha|Wards 72|72|United States Senator|REP|Eric Hovde|0
City of Kenosha|Wards 72|72|United States Senator|DTC|Phil Anderson|0
City of Kenosha|Wards 72|72|United States Senator|AFT|Thomas Leager|0
City of Kenosha|Wards 72|72|United States Senator|Write-In||0
City of Kenosha|Wards 72|72|Representative in Congress|DEM|Peter Barca|0
City of Kenosha|Wards 72|72|Representative in Congress|REP|Bryan Steil|0
City of Kenosha|Wards 72|72|Representative in Congress|GRN|Chester Todd, Jr.|0
City of Kenosha|Wards 72|72|Representative in Congress|Write-In||0
City of Kenosha|Wards 72|72|State Senator District 22|DEM|Robert W. Wirch|0
City of Kenosha|Wards 72|72|State Senator District 22|Write-In||0
City of Kenosha|Wards 72|72|Representative to the Assembly District 64|DEM|Tip McGuire|0
City of Kenosha|Wards 72|72|Representative to the Assembly District 64|REP|Ed Hibsch|0
City of Kenosha|Wards 72|72|Representative to the Assembly District 64|Write-In||0
City of Kenosha|Wards 72|72|District Attorney|DEM|Carli McNeill|0
City of Kenosha|Wards 72|72|District Attorney|REP|Xavier Solis|0
City of Kenosha|Wards 72|72|District Attorney|Write-In||0
City of Kenosha|Wards 72|72|County Clerk|DEM|Regi Waligora|0
City of Kenosha|Wards 72|72|County Clerk|Write-In||0
City of Kenosha|Wards 72|72|County Treasurer|DEM|Teri Jacobson|0
City of Kenosha|Wards 72|72|County Treasurer|Write-In||0
City of Kenosha|Wards 72|72|Register of Deeds|DEM|Jennifer Mack|0
City of Kenosha|Wards 72|72|Register of Deeds|Write-In||0
City of Kenosha|Wards 72|72|State Referendum|Yes||0
City of Kenosha|Wards 72|72|State Referendum|No||0
City of Kenosha|Wards 73|73|President / Vice President|DEM|Kamala D. Harris / Tim Walz|0
City of Kenosha|Wards 73|73|President / Vice President|REP|Donald J. Trump / JD Vance|0
City of Kenosha|Wards 73|73|President / Vice President|CON|Randall Terry / Stephen Broden|0
City of Kenosha|Wards 73|73|President / Vice President|LIB|Chase Russell Oliver / Mike ter Maat|0
City of Kenosha|Wards 73|73|President / Vice President|GRN|Jill Stein / Rudolph Ware|0
City of Kenosha|Wards 73|73|President / Vice President|PSL|Claudia De la Cruz / Karina Garcia|0
City of Kenosha|Wards 73|73|President / Vice President|JFA|Cornel West / Melina Abdullah|0
City of Kenosha|Wards 73|73|President / Vice President|WTP|Robert F. Kennedy, Jr. / Nicole Shanahan|0
City of Kenosha|Wards 73|73|President / Vice President|Write-In||0
City of Kenosha|Wards 73|73|United States Senator|DEM|Tammy Baldwin|0
City of Kenosha|Wards 73|73|United States Senator|REP|Eric Hovde|0
City of Kenosha|Wards 73|73|United States Senator|DTC|Phil Anderson|0
City of Kenosha|Wards 73|73|United States Senator|AFT|Thomas Leager|0
City of Kenosha|Wards 73|73|United States Senator|Write-In||0
City of Kenosha|Wards 73|73|Representative in Congress|DEM|Peter Barca|0
City of Kenosha|Wards 73|73|Representative in Congress|REP|Bryan Steil|0
City of Kenosha|Wards 73|73|Representative in Congress|GRN|Chester Todd, Jr.|0
City of Kenosha|Wards 73|73|Representative in Congress|Write-In||0
City of Kenosha|Wards 73|73|State Senator District 22|DEM|Robert W. Wirch|0
City of Kenosha|Wards 73|73|State Senator District 22|Write-In||0
City of Kenosha|Wards 73|73|Representative to the Assembly District 64|DEM|Tip McGuire|0
City of Kenosha|Wards 73|73|Representative to the Assembly District 64|REP|Ed Hibsch|0
City of Kenosha|Wards 73|73|Representative to the Assembly District 64|Write-In||0
City of Kenosha|Wards 73|73|District Attorney|DEM|Carli McNeill|0
City of Kenosha|Wards 73|73|District Attorney|REP|Xavier Solis|0
City of Kenosha|Wards 73|73|District Attorney|Write-In||0
City of Kenosha|Wards 73|73|County Clerk|DEM|Regi Waligora|0
City of Kenosha|Wards 73|73|County Clerk|Write-In||0
City of Kenosha|Wards 73|73|County Treasurer|DEM|Teri Jacobson|0
City of Kenosha|Wards 73|73|County Treasurer|Write-In||0
City of Kenosha|Wards 73|73|Register of Deeds|DEM|Jennifer Mack|0
City of Kenosha|Wards 73|73|Register of Deeds|Write-In||0
City of Kenosha|Wards 73|73|State Referendum|Yes||0
City of Kenosha|Wards 73|73|State Referendum|No||0
City of Kenosha|Wards 74|74|President / Vice President|DEM|Kamala D. Harris / Tim Walz|0
City of Kenosha|Wards 74|74|President / Vice President|REP|Donald J. Trump / JD Vance|0
City of Kenosha|Wards 74|74|President / Vice President|CON|Randall Terry / Stephen Broden|0
City of Kenosha|Wards 74|74|President / Vice President|LIB|Chase Russell Oliver / Mike ter Maat|0
City of Kenosha|Wards 74|74|President / Vice President|GRN|Jill Stein / Rudolph Ware|0
City of Kenosha|Wards 74|74|President / Vice President|PSL|Claudia De la Cruz / Karina Garcia|0
City of Kenosha|Wards 74|74|President / Vice President|JFA|Cornel West / Melina Abdullah|0
City of Kenosha|Wards 74|74|President / Vice President|WTP|Robert F. Kennedy, Jr. / Nicole Shanahan|0
City of Kenosha|Wards 74|74|President / Vice President|Write-In||0
City of Kenosha|Wards 74|74|United States Senator|DEM|Tammy Baldwin|0
City of Kenosha|Wards 74|74|United States Senator|REP|Eric Hovde|0
City of Kenosha|Wards 74|74|United States Senator|DTC|Phil Anderson|0
City of Kenosha|Wards 74|74|United States Senator|AFT|Thomas Leager|0
City of Kenosha|Wards 74|74|United States Senator|Write-In||0
City of Kenosha|Wards 74|74|Representative in Congress|DEM|Peter Barca|0
City of Kenosha|Wards 74|74|Representative in Congress|REP|Bryan Steil|0
City of Kenosha|Wards 74|74|Representative in Congress|GRN|Chester Todd, Jr.|0
City of Kenosha|Wards 74|74|Representative in Congress|Write-In||0
City of Kenosha|Wards 74|74|State Senator District 22|DEM|Robert W. Wirch|0
City of Kenosha|Wards 74|74|State Senator District 22|Write-In||0
City of Kenosha|Wards 74|74|Representative to the Assembly District 64|DEM|Tip McGuire|0
City of Kenosha|Wards 74|74|Representative to the Assembly District 64|REP|Ed Hibsch|0
City of Kenosha|Wards 74|74|Representative to the Assembly District 64|Write-In||0
City of Kenosha|Wards 74|74|District Attorney|DEM|Carli McNeill|0
City of Kenosha|Wards 74|74|District Attorney|REP|Xavier Solis|0
City of Kenosha|Wards 74|74|District Attorney|Write-In||0
City of Kenosha|Wards 74|74|County Clerk|DEM|Regi Waligora|0
